chr	start	end	strand	type	id	geneName	geneId	numberOfTranscripts	canonicalTranscriptLength	transcriptId	cdsLength	numerOfExons	exonRank	exonSpliceType
HG344_PATCH	6979303	6979309	+1	SpliceSiteRegion	ENST00000599583_intron_6	TPI1	ENSG00000268548	9	861	ENST00000599583	737	7		
HG344_PATCH	6979303	6979309	+1	SpliceSiteRegion	ENST00000601074_intron_6	TPI1	ENSG00000268548	9	861	ENST00000601074	861	7		
HG344_PATCH	6980481	6980484	-1	SpliceSiteRegion	exon_HG344_PATCH_6980099_6980483	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	3	ALTTENATIVE_POLY_A
HG344_PATCH	6980481	6980484	-1	SpliceSiteRegion	exon_HG344_PATCH_6980099_6980483	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	3	ALTTENATIVE_POLY_A
HG344_PATCH	6979429	6979432	+1	SpliceSiteRegion	exon_HG344_PATCH_6979429_6979493	TPI1	ENSG00000268548	9	861	ENST00000599583	737	7	7	ALTTENATIVE_5SS
HG344_PATCH	6979429	6979432	+1	SpliceSiteRegion	exon_HG344_PATCH_6979429_6979735	TPI1	ENSG00000268548	9	861	ENST00000599574	427	2	2	ALTTENATIVE_5SS
HG344_PATCH	6979429	6979432	+1	SpliceSiteRegion	exon_HG344_PATCH_6979429_6979992	TPI1	ENSG00000268548	9	861	ENST00000598287	504	7	7	ALTTENATIVE_5SS
HG344_PATCH	6979429	6979432	+1	SpliceSiteRegion	exon_HG344_PATCH_6979429_6980103	TPI1	ENSG00000268548	9	861	ENST00000595390	750	7	7	ALTTENATIVE_5SS
HG344_PATCH	6979429	6979432	+1	SpliceSiteRegion	exon_HG344_PATCH_6979429_6980112	TPI1	ENSG00000268548	9	861	ENST00000601074	861	7	7	ALTTENATIVE_5SS
HG344_PATCH	6980484	6980486	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6980099_6980483	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	3	ALTTENATIVE_POLY_A
HG344_PATCH	6980484	6980486	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6980099_6980483	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	3	ALTTENATIVE_POLY_A
HG344_PATCH	6982553	6993906	+1	Gene	ENSG00000267877	RPL13P5	ENSG00000267877	5	1438					
HG344_PATCH	6993160	6993778	+1	Transcript	ENST00000596167	RPL13P5	ENSG00000267877	5	1438	ENST00000596167	618	1		
HG344_PATCH	6993160	6993778	+1	Exon	exon_HG344_PATCH_6993160_6993777	RPL13P5	ENSG00000267877	5	1438	ENST00000596167	618	1	1	NONE
HG344_PATCH	6982643	6993603	+1	Transcript	ENST00000601842	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3		
HG344_PATCH	6992868	6993084	+1	Exon	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	2	ALTTENATIVE_5SS
HG344_PATCH	6993535	6993603	+1	Exon	exon_HG344_PATCH_6993535_6993602	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	3	ALTTENATIVE_5SS
HG344_PATCH	6982643	6982946	+1	Exon	exon_HG344_PATCH_6982643_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6992868	+1	Intron	ENST00000601842_intron_1	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3		
HG344_PATCH	6993084	6993535	+1	Intron	ENST00000601842_intron_2	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3		
HG344_PATCH	6982553	6993781	+1	Transcript	ENST00000601111	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3		
HG344_PATCH	6992868	6993781	+1	Exon	exon_HG344_PATCH_6992868_6993780	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	3	ALTTENATIVE_5SS
HG344_PATCH	6991360	6991492	+1	Exon	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	2	SKIPPED
HG344_PATCH	6982553	6982946	+1	Exon	exon_HG344_PATCH_6982553_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6991360	+1	Intron	ENST00000601111_intron_1	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3		
HG344_PATCH	6991492	6992868	+1	Intron	ENST00000601111_intron_2	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3		
HG344_PATCH	6982817	6984887	+1	Transcript	ENST00000595303	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2		
HG344_PATCH	6984667	6984887	+1	Exon	exon_HG344_PATCH_6984667_6984886	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2	2	ALTTENATIVE_POLY_A
HG344_PATCH	6982817	6982946	+1	Exon	exon_HG344_PATCH_6982817_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6984667	+1	Intron	ENST00000595303_intron_1	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2		
HG344_PATCH	6982820	6993906	+1	Transcript	ENST00000594499	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4		
HG344_PATCH	6992868	6993084	+1	Exon	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	3	ALTTENATIVE_5SS
HG344_PATCH	6993535	6993906	+1	Exon	exon_HG344_PATCH_6993535_6993905	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	4	ALTTENATIVE_5SS
HG344_PATCH	6991360	6991492	+1	Exon	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	2	SKIPPED
HG344_PATCH	6982820	6982946	+1	Exon	exon_HG344_PATCH_6982820_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6991360	+1	Intron	ENST00000594499_intron_1	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4		
HG344_PATCH	6991492	6992868	+1	Intron	ENST00000594499_intron_2	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4		
HG344_PATCH	6993084	6993535	+1	Intron	ENST00000594499_intron_3	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4		
HG344_PATCH	6988160	6993160	+1	Upstream	ENST00000596167	RPL13P5	ENSG00000267877	5	1438	ENST00000596167	618	1		
HG344_PATCH	6988846	6993846	+1	Upstream	ENST00000602392	DSTNP2	ENSG00000269361	2	1105	ENST00000602392	1105	1		
HG344_PATCH	6989062	6994062	+1	Upstream	ENST00000601959	DSTNP2	ENSG00000269361	2	1105	ENST00000601959	515	2		
HG344_PATCH	6991352	6991358	+1	SpliceSiteRegion	ENST00000594499_intron_1	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4		
HG344_PATCH	6991352	6991358	+1	SpliceSiteRegion	ENST00000597907_intron_1	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5		
HG344_PATCH	6991352	6991358	+1	SpliceSiteRegion	ENST00000601111_intron_1	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3		
HG344_PATCH	6991354	6991357	-1	SpliceSiteRegion	exon_HG344_PATCH_6991354_6991451	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6991354	6991357	-1	SpliceSiteRegion	exon_HG344_PATCH_6991354_6991451	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	2	SKIPPED
HG344_PATCH	6982450	6987450	+1	Upstream	ENST00000598262	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3		
HG344_PATCH	6982501	6987501	+1	Upstream	ENST00000597925	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3		
HG344_PATCH	6982501	6987501	+1	Upstream	ENST00000601049	SPSB2	ENSG00000268190	5	804	ENST00000601049	804	2		
HG344_PATCH	6982937	6982940	-1	SpliceSiteRegion	exon_HG344_PATCH_6982804_6982939	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	3	SKIPPED
HG344_PATCH	6982164	6982170	-1	SpliceSiteRegion	ENST00000597925_intron_1	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3		
HG344_PATCH	6982151	6982153	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6981402_6982150	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6981402	6981405	-1	SpliceSiteRegion	exon_HG344_PATCH_6981402_6982150	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6981402	6981405	-1	SpliceSiteRegion	exon_HG344_PATCH_6981402_6982161	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6981400	6981402	-1	SpliceSiteDonor	exon_HG344_PATCH_6981402_6982150	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6981400	6981402	-1	SpliceSiteDonor	exon_HG344_PATCH_6981402_6982161	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6981394	6981400	-1	SpliceSiteRegion	ENST00000597925_intron_2	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3		
HG344_PATCH	6981394	6981400	-1	SpliceSiteRegion	ENST00000598262_intron_2	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3		
HG344_PATCH	6982148	6982151	-1	SpliceSiteRegion	exon_HG344_PATCH_6981402_6982150	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6982159	6982162	-1	SpliceSiteRegion	exon_HG344_PATCH_6980757_6982161	SPSB2	ENSG00000268190	5	804	ENST00000601049	804	2	2	ALTTENATIVE_5SS
HG344_PATCH	6982159	6982162	-1	SpliceSiteRegion	exon_HG344_PATCH_6981402_6982161	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6982159	6982162	-1	SpliceSiteRegion	exon_HG344_PATCH_6981819_6982161	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	4	ALTTENATIVE_5SS
HG344_PATCH	6982153	6982159	-1	SpliceSiteRegion	ENST00000598262_intron_1	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3		
HG344_PATCH	6982162	6982164	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6980757_6982161	SPSB2	ENSG00000268190	5	804	ENST00000601049	804	2	2	ALTTENATIVE_5SS
HG344_PATCH	6982162	6982164	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6981402_6982161	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	2	ALTTENATIVE_3SS
HG344_PATCH	6982162	6982164	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6981819_6982161	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	4	ALTTENATIVE_5SS
HG344_PATCH	6982410	6982413	-1	SpliceSiteRegion	exon_HG344_PATCH_6982410_6982500	SPSB2	ENSG00000268190	5	804	ENST00000601049	804	2	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6982410	6982413	-1	SpliceSiteRegion	exon_HG344_PATCH_6982410_6982500	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6982379	6982382	-1	SpliceSiteRegion	exon_HG344_PATCH_6982379_6982449	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6982377	6982379	-1	SpliceSiteDonor	exon_HG344_PATCH_6982379_6982449	SPSB2	ENSG00000268190	5	804	ENST00000598262	792	3	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6982408	6982410	-1	SpliceSiteDonor	exon_HG344_PATCH_6982410_6982500	SPSB2	ENSG00000268190	5	804	ENST00000601049	804	2	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6982408	6982410	-1	SpliceSiteDonor	exon_HG344_PATCH_6982410_6982500	SPSB2	ENSG00000268190	5	804	ENST00000597925	792	3	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6982802	6982804	-1	SpliceSiteDonor	exon_HG344_PATCH_6982804_6982939	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	3	SKIPPED
HG344_PATCH	6982796	6982802	-1	SpliceSiteRegion	ENST00000601683_intron_3	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4		
HG344_PATCH	6982804	6982807	-1	SpliceSiteRegion	exon_HG344_PATCH_6982804_6982939	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	3	SKIPPED
HG344_PATCH	6984887	6989887	+1	Downstream	ENST00000595303	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2		
HG344_PATCH	6986655	6986661	-1	SpliceSiteRegion	ENST00000598174_intron_3	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4		
HG344_PATCH	6986655	6986661	-1	SpliceSiteRegion	ENST00000601683_intron_2	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4		
HG344_PATCH	6984665	6984667	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6984667_6984886	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2	2	ALTTENATIVE_POLY_A
HG344_PATCH	6982942	6982948	-1	SpliceSiteRegion	ENST00000601683_intron_2	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4		
HG344_PATCH	6982943	6982946	+1	SpliceSiteRegion	exon_HG344_PATCH_6982553_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	1	ALTTENATIVE_3SS
HG344_PATCH	6982943	6982946	+1	SpliceSiteRegion	exon_HG344_PATCH_6982643_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	1	ALTTENATIVE_3SS
HG344_PATCH	6982943	6982946	+1	SpliceSiteRegion	exon_HG344_PATCH_6982733_6982945	LRRC23	ENSG00000268135	14	1032	ENST00000601429	693	6	1	ALTTENATIVE_3SS
HG344_PATCH	6982943	6982946	+1	SpliceSiteRegion	exon_HG344_PATCH_6982817_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2	1	ALTTENATIVE_3SS
HG344_PATCH	6982943	6982946	+1	SpliceSiteRegion	exon_HG344_PATCH_6982820_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	1	ALTTENATIVE_3SS
HG344_PATCH	6982943	6982946	+1	SpliceSiteRegion	exon_HG344_PATCH_6982846_6982945	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	1	ALTTENATIVE_3SS
HG344_PATCH	6982940	6982942	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6982804_6982939	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	3	SKIPPED
HG344_PATCH	6982946	6982948	+1	SpliceSiteDonor	exon_HG344_PATCH_6982553_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6982948	+1	SpliceSiteDonor	exon_HG344_PATCH_6982643_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6982948	+1	SpliceSiteDonor	exon_HG344_PATCH_6982733_6982945	LRRC23	ENSG00000268135	14	1032	ENST00000601429	693	6	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6982948	+1	SpliceSiteDonor	exon_HG344_PATCH_6982817_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6982948	+1	SpliceSiteDonor	exon_HG344_PATCH_6982820_6982945	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	1	ALTTENATIVE_3SS
HG344_PATCH	6982946	6982948	+1	SpliceSiteDonor	exon_HG344_PATCH_6982846_6982945	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	1	ALTTENATIVE_3SS
HG344_PATCH	6985076	6985079	-1	SpliceSiteRegion	exon_HG344_PATCH_6984928_6985078	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	4	ALTTENATIVE_POLY_A
HG344_PATCH	6984667	6984670	+1	SpliceSiteRegion	exon_HG344_PATCH_6984667_6984886	RPL13P5	ENSG00000267877	5	1438	ENST00000595303	349	2	2	ALTTENATIVE_POLY_A
HG344_PATCH	6985079	6985081	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6984928_6985078	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	4	ALTTENATIVE_POLY_A
HG344_PATCH	6986765	6986767	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	2	SKIPPED
HG344_PATCH	6986765	6986767	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	3	SKIPPED
HG344_PATCH	6986663	6986666	-1	SpliceSiteRegion	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	2	SKIPPED
HG344_PATCH	6986663	6986666	-1	SpliceSiteRegion	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	3	SKIPPED
HG344_PATCH	6986661	6986663	-1	SpliceSiteDonor	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	2	SKIPPED
HG344_PATCH	6986661	6986663	-1	SpliceSiteDonor	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	3	SKIPPED
HG344_PATCH	6986762	6986765	-1	SpliceSiteRegion	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	2	SKIPPED
HG344_PATCH	6986762	6986765	-1	SpliceSiteRegion	exon_HG344_PATCH_6986663_6986764	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	3	SKIPPED
HG344_PATCH	6991346	6991352	-1	SpliceSiteRegion	ENST00000598174_intron_2	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4		
HG344_PATCH	6986767	6986773	-1	SpliceSiteRegion	ENST00000598174_intron_2	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4		
HG344_PATCH	6986767	6986773	-1	SpliceSiteRegion	ENST00000601683_intron_1	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4		
HG344_PATCH	6991352	6991354	-1	SpliceSiteDonor	exon_HG344_PATCH_6991354_6991451	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6991352	6991354	-1	SpliceSiteDonor	exon_HG344_PATCH_6991354_6991451	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	2	SKIPPED
HG344_PATCH	6991452	6996452	+1	Upstream	ENST00000601683	SPSB2	ENSG00000268190	5	804	ENST00000601683	247	4		
HG344_PATCH	6993603	6998603	+1	Downstream	ENST00000601842	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3		
HG344_PATCH	6993778	6998778	+1	Downstream	ENST00000596167	RPL13P5	ENSG00000267877	5	1438	ENST00000596167	618	1		
HG344_PATCH	6993781	6998781	+1	Downstream	ENST00000601111	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3		
HG344_PATCH	6993846	6994951	+1	Gene	ENSG00000269361	DSTNP2	ENSG00000269361	2	1105					
HG344_PATCH	6993846	6994951	+1	Transcript	ENST00000602392	DSTNP2	ENSG00000269361	2	1105	ENST00000602392	1105	1		
HG344_PATCH	6993846	6994951	+1	Exon	exon_HG344_PATCH_6993846_6994950	DSTNP2	ENSG00000269361	2	1105	ENST00000602392	1105	1	1	NONE
HG344_PATCH	6994062	6994849	+1	Transcript	ENST00000601959	DSTNP2	ENSG00000269361	2	1105	ENST00000601959	515	2		
HG344_PATCH	6994062	6994542	+1	Exon	exon_HG344_PATCH_6994062_6994541	DSTNP2	ENSG00000269361	2	1105	ENST00000601959	515	2	1	ALTTENATIVE_PROMOMOTER
HG344_PATCH	6994814	6994849	+1	Exon	exon_HG344_PATCH_6994814_6994848	DSTNP2	ENSG00000269361	2	1105	ENST00000601959	515	2	2	ALTTENATIVE_POLY_A
HG344_PATCH	6994542	6994814	+1	Intron	ENST00000601959_intron_1	DSTNP2	ENSG00000269361	2	1105	ENST00000601959	515	2		
HG344_PATCH	6992860	6992866	+1	SpliceSiteRegion	ENST00000594499_intron_2	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4		
HG344_PATCH	6992860	6992866	+1	SpliceSiteRegion	ENST00000597907_intron_2	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5		
HG344_PATCH	6992860	6992866	+1	SpliceSiteRegion	ENST00000601429_intron_1	LRRC23	ENSG00000268135	14	1032	ENST00000601429	693	6		
HG344_PATCH	6992860	6992866	+1	SpliceSiteRegion	ENST00000601842_intron_1	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3		
HG344_PATCH	6991454	6991460	-1	SpliceSiteRegion	ENST00000598174_intron_1	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4		
HG344_PATCH	6991449	6991452	-1	SpliceSiteRegion	exon_HG344_PATCH_6991354_6991451	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	2	SKIPPED
HG344_PATCH	6991360	6991363	+1	SpliceSiteRegion	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	2	SKIPPED
HG344_PATCH	6991360	6991363	+1	SpliceSiteRegion	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	2	SKIPPED
HG344_PATCH	6991360	6991363	+1	SpliceSiteRegion	exon_HG344_PATCH_6991360_6991491	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	2	SKIPPED
HG344_PATCH	6991358	6991360	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	2	SKIPPED
HG344_PATCH	6991358	6991360	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	2	SKIPPED
HG344_PATCH	6991358	6991360	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6991360_6991491	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	2	SKIPPED
HG344_PATCH	6991452	6991454	-1	SpliceSiteAcceptor	exon_HG344_PATCH_6991354_6991451	SPSB2	ENSG00000268190	5	804	ENST00000598174	404	4	2	SKIPPED
HG344_PATCH	6991492	6991494	+1	SpliceSiteDonor	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	2	SKIPPED
HG344_PATCH	6991492	6991494	+1	SpliceSiteDonor	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	2	SKIPPED
HG344_PATCH	6991492	6991494	+1	SpliceSiteDonor	exon_HG344_PATCH_6991360_6991491	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	2	SKIPPED
HG344_PATCH	6991489	6991492	+1	SpliceSiteRegion	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	2	SKIPPED
HG344_PATCH	6991489	6991492	+1	SpliceSiteRegion	exon_HG344_PATCH_6991360_6991491	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	2	SKIPPED
HG344_PATCH	6991489	6991492	+1	SpliceSiteRegion	exon_HG344_PATCH_6991360_6991491	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	2	SKIPPED
HG344_PATCH	6991494	6991500	+1	SpliceSiteRegion	ENST00000594499_intron_2	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4		
HG344_PATCH	6991494	6991500	+1	SpliceSiteRegion	ENST00000597907_intron_2	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5		
HG344_PATCH	6991494	6991500	+1	SpliceSiteRegion	ENST00000601111_intron_2	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3		
HG344_PATCH	6993084	6993086	+1	SpliceSiteDonor	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	2	ALTTENATIVE_5SS
HG344_PATCH	6993084	6993086	+1	SpliceSiteDonor	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	3	ALTTENATIVE_5SS
HG344_PATCH	6993084	6993086	+1	SpliceSiteDonor	exon_HG344_PATCH_6992868_6993083	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	3	SKIPPED
HG344_PATCH	6993084	6993086	+1	SpliceSiteDonor	exon_HG344_PATCH_6992868_6993083	LRRC23	ENSG00000268135	14	1032	ENST00000601429	693	6	2	SKIPPED
HG344_PATCH	6992868	6992871	+1	SpliceSiteRegion	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	2	ALTTENATIVE_5SS
HG344_PATCH	6992868	6992871	+1	SpliceSiteRegion	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	3	ALTTENATIVE_5SS
HG344_PATCH	6992868	6992871	+1	SpliceSiteRegion	exon_HG344_PATCH_6992868_6993083	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	3	SKIPPED
HG344_PATCH	6992868	6992871	+1	SpliceSiteRegion	exon_HG344_PATCH_6992868_6993083	LRRC23	ENSG00000268135	14	1032	ENST00000601429	693	6	2	SKIPPED
HG344_PATCH	6992868	6992871	+1	SpliceSiteRegion	exon_HG344_PATCH_6992868_6993780	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	3	ALTTENATIVE_5SS
HG344_PATCH	6992866	6992868	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	2	ALTTENATIVE_5SS
HG344_PATCH	6992866	6992868	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	3	ALTTENATIVE_5SS
HG344_PATCH	6992866	6992868	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6992868_6993083	LRRC23	ENSG00000268135	14	1032	ENST00000597907	729	5	3	SKIPPED
HG344_PATCH	6992866	6992868	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6992868_6993083	LRRC23	ENSG00000268135	14	1032	ENST00000601429	693	6	2	SKIPPED
HG344_PATCH	6992866	6992868	+1	SpliceSiteAcceptor	exon_HG344_PATCH_6992868_6993780	RPL13P5	ENSG00000267877	5	1438	ENST00000601111	1438	3	3	ALTTENATIVE_5SS
HG344_PATCH	6993081	6993084	+1	SpliceSiteRegion	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000601842	587	3	2	ALTTENATIVE_5SS
HG344_PATCH	6993081	6993084	+1	SpliceSiteRegion	exon_HG344_PATCH_6992868_6993083	RPL13P5	ENSG00000267877	5	1438	ENST00000594499	845	4	3	ALTTENATIVE_5SS
